사용자명,별점 평가,별점,리뷰 평가,리뷰 내용
나디아,부정적,6,부정,참신한 로 시작 해서 진부한 로맨스 또는 로드무비 로 장르 가 바 껴 버리네 쿡 티비 로 3500원 주고 본것이 다행 여 튼 소재 는 굿
후아,긍정적,8,부정,이야기 의 소재 가 너무도 기발하고 많은 뜻 을 담고 있으며 의미 가 있었다 하지만 내용 은 정작 다소 미흡한 면 이 있었다 주체 적 의식 없이 살다보면 결국 우리 도 누군가 의 손 에 놀아나는 그런 의미 없는 삶 을 살 게 된다
웩출근싫엉,부정적,1,부정,소재 빼고는 별로 시간 이 아까웠다
탈퇴한 사용자,부정적,3,부정,홈친 걸 홈 치는 것 도 도둑질 이다 이 놈 들 아 목적 은 수단 을 정당화 한 다라 는 개드립 을 치는 좆 같은 영화 그리고 경찰 타임 키퍼 들 은 죄다 무슨 사립탐정 같음 공조 체제 이런거 전혀 없고 딱 한번 바리 케이트 구축 하고 끝 영화 내내 단 한 명 만 쫓아다니던데 주인공 이 보디가드 들 사이 에 숨어있다가 뒤통수 잡는 것 도 개그
청지기,긍정적,10,부정,정말 재미있는 영 화이 네 요
건달,부정적,6,부정,이런 획기 적 이 고도 엄청난 소재 로 도 영화 를 말아먹을 수 있다는 걸 보여줌 평점 의 모든 점수 는 단지 참신한 소재
휴면 사용자,긍정적,10,부정,브루스 윌리스 의 서로게이트 이후 등장 한 또 하나 의 흥미진진 한 미래 영화
freechef,긍정적,9,부정,후반 부로 갈수록 실망하긴 했지만 전체 적 으로 좋았다 두 주인공 들 이 매력 적 이어서 후 한 평점
휴면 사용자,긍정적,8,부정,소재 도 좋고 배우 들 도 좋았고 실제 세상 과 크게 다르지 않다는걸 느낌
,부정적,4,부정,잘가다가 삼천포 로 빠진 영화 아쉽다 뭔가 가 딱 30분 집중 할만 함
탈퇴한 사용자,긍정적,9,부정,스릴 은 있었지만 결말 이 좀 아쉽게 끝난것 같네요 시간 시스템 자체 를 붕괴 라도 시킬줄 알았는데 시간 은행 털기에만 급 급하다 끝나 버렸네 그래도 시간 아 꿉지 않게 잼나게 보았음
bcuzyou,부정적,2,부정,"뜬금 없는 전개 가 망친 영화 소재 는 참 좋은데 액션 이 화려한 것 도 아니고 
 외국 영화 는 왠만해서 연기력 얘기 안 하는데 저스틴 팀버 레이크 연기 도 좀 눈 에 거슬렸음"
이연걸,긍정적,10,부정,평이 별로 라 우려 했는데 단순히 우려 였네요 재밌게 잘 봤네요 평 신경 쓰지 마시고 보고 싶으시면 보세요 추천 합니다 근데 전세계 가 이런 시스템
안녕커피,부정적,1,부정,평점 이 너무 높네 생명연장 소재 를 다룬 영화 로는 이 온 플럭스 가 훨씬 낫다 시간 이 돈 이라는 설정 은 좋았는데 미세한 설정 은 전혀 없어 보임 주 연 배우 들 은 찍고 있는 건지 영화 찍고있는 건지 알고나 있는 건지
박다연,긍정적,10,부정,"진짜 흥미 롭고 재밋 게 잘 봤음 아만다 사이 프리드 진짜 너무 이쁨 저스틴 팀버 레이크 도 진짜 멋있고 
 격 한 액션 씬 은 없었지만 나름 볼거리 가 많은 영화 임 
 이 영활 보고 우리 사회 도 똑같다는걸 느꼈다"
박성호,긍정적,10,부정,잘 봤습니다
-빙그레-,긍정적,8,부정,다른건 몰라도 어처구니 없게 살인자 누명 씌인건 좀 억지
추억속의그대,긍정적,7,부정,저런 걸 로 어케 살 지
johnconnor,부정적,6,부정,스토리 전개 가 산만하군
카페라떼,부정적,5,부정,진짜 영화 소재 가 아깝다내가 감독 이었더라면 이렇게 만들진 않았을텐데 결말 이 이건 뭐
,긍정적,8,부정,월 가에서 점령 실패했다고 영화 서도 카타르 시스 를 느낄라 하면 웃기 자 나
휴면 사용자,긍정적,8,부정,"색다른 소재 로 이렇게 밖에 풀어내지 못 한 각본 과 연출 이 아쉽다 
 8 점 은 순전히 신선한 소재 두 배우 에게 주는 점수"
,긍정적,9,부정,빵 이 아니면 죽음 을 달라 물질 이 지배 하는 세상 을 넘어서고 더 이상 현재 의 경 제 체계 로 사회 를 통제 하지 못 하자 생명 의 시계 로 물질 의 가치 를 대체 하기 시작 했다 모든 인류 가 노동 의 댓 가 없이 기술 의 진보 로 배 불리 먹고살 수 있는 지금 도 세계 는 권력자 에게 경제 라는 도구로 통제 되고 있다 이 것 을 넘어서는 미래 이야기
휴면 사용자,긍정적,8,부정,"현실 과 다른 지 않은듯 단지 돈 을 시간 으로 표현 한 오락 영화 이긴 하지만 
 핵심 은 부의 통제 경제 노예 현상"
NickName-S,부정적,3,부정,그냥 미래 판 홍길동전 을 그럴듯하게 포장 하려다 실패한 영화 좀더 많이 시나리오 에 시간 을 썼어야 했음
SUBA,긍정적,10,부정,쭉 보다가 갑자기 아니 자연 스럽게 느낀것이 이 게 영화 속 의 이야기 가 아니라는 생각 시간 이돈 이고 돈 이 시간 대한민국 의 일반인 들 은 제대로 그 노동 의 대가 를 받고 있는가 혹시 재벌 이나 권력자 들 에게 피 를 빨리 고 있지는 않은가 이 시스템 을 바꾸는건 투표 뿐 영화 에 좀 아쉬운 부분 은 있으나 메시지 에 만족
담담,부정적,5,부정,아주 신선한 소재 로 초반 에는 많은 생각 과 더불어 흥미진진 함 을 갖고 보았지만 중반 이후 로는 평범해지면서 보통 급 은행강도 영화로 전락 이런 말 잘 안 하지만 킬링타임 용 으로도 시간 낭비성 영화
su,긍정적,8,부정,재미있다 신선하고 떠오르는것은 리바이스 벽 뚫는 그리고 보니와 클 라이드 가 떠올랐음
Ariel,긍정적,7,부정,아이디어 는 기발했고 캐스팅 도 너무 좋았다 그런데 강력하게 기억 에 남는 장면 이 많이 없는게 조금 실망 스러웠다 정말 다 좋은데 서로 를 향 해 손 을 내 밀고 달려가는 장면 말고는 딱히 인타임 하면 떠오르는 장면 이 없어서 아쉽다
나티,부정적,6,부정,시작 은 가타카 였으니 결국 프리스트 수준 으로 끝났군
시싱요,긍정적,7,부정,소재 고갈 을 보 이던 할리우드 에 여우비 같은 영화 그저 여우비
쵸쿄유유,부정적,4,부정,생각 이 앞서면 영화 를 그르치 게 된다 번뜩이는 아이디어 만으로 영화 가 완성 될 수 없 음 을 몸소 증명 해주신 영화 어이없는 개연 성 에 아만다 사이 프리드 에
티모라이프,긍정적,8,부정,소재 가 너무 아깝내요
Sweetpea,긍정적,7,부정,소재 가 아까울 정도 좀더 다이나믹 할수 있었는데 아쉽다
한금주,긍정적,8,부정,소재 는 좋다
닉네임을 등록해 주세요,긍정적,10,부정,10 점 짜리 는아니지만 전체 평점 이 넘 낮길래 10 점줌 한 8 점 정도 재밋 어 용 소재 가 신선함
이주영,긍정적,9,부정,
사막의여우,부정적,4,부정,시간 이라는 소재 는 참신했지만 결국 엔 신파 로 빠지고 마는 결말 과 예산 부족 인지 투자가 안된 건지 몰라도 시간 이라는 소재 를 다루면서 영화 특유 의 미학 은 저리 로 가고 근 미래 도 아닌 오히려 과거 로 퇴보한듯 한 인상 만 주고 만 영화
부레옥잠,긍정적,10,부정,100 공감 현실 을 반영 한 영화 다 이영화 를 이해 못 하는 분 들 은 부자거나 어리거나 둘 중 하나 라고 생각 함
tharos,부정적,4,부정,소재 는 좋은데 연출 이 영 엉 성하네 팔 힘 쎈 놈 이 왕 이겠구만 1분 1초 가 아쉬운 세상 에서 화폐 라 할 수 있는 시간 이 있는 시간 은행 을 터 는 것 도 또 100만년 을 터 는 것 도 뭐 그리 쉬운지 소재 가 정말 아깝다 이래서 감독 의 역량 이 필요한거구나 싶은 영화 다 아만다 는 이쁘네
00000,긍정적,8,부정,전 에 봤는데 이제 쓰 네 전 나름 볼 만 했는데요 근데 짧은 시간 에 너무 많은 걸 담으려 하다 보니 그렇게 탄탄하게 완성 되질 못 했네요 아쉽습니다 글 고 아만다 짱 사람 인지 인형 인지 구분 이 안되 네 요요 영화 서 미모 포텐터짐
material_K,긍정적,10,부정,"세상 돌아가는 꼬 라 지보면 멀지 않는 현실 의 미래 라고 보여진다 
 영화 에서 처럼 부당한 사회 시스템 이 저리 간단하게 무너지지 않는 현실 을 생각 하면 소름끼친다"
덱셀,부정적,5,부정,연출 이 호구
수양버들,긍정적,10,부정,아 간만 에 만점 주고싶네요 진짜 생각 지도 못 한 세계 를 보여줘서 너무 즐겁습니다 덕분 에 보는 동안 이 것 저 것 상상 할수도 있고 시간 가는줄 모르게 봤네요 배우 들 도 너무 괜찮고 특히 저스틴 팀버 레이크 연기 도 아주 일품 이네 요 아무튼 내 용이 너무 새로워서 좋았습니다
휴면 사용자,부정적,5,부정,소재 와 설정 은 좋지만 이야기 전개 가 허 술 하고 연출 력 이 너무 떨어지는듯 아쉬운 점 이 많은 영화 였어요
골든타임,긍정적,10,부정,소재 가 참신하며 현 사회 시스템 에 대한 비판 을 그 소재 를 통해 우회 적 으로 풍자 하면서 상업성 까지 갖추고 있어 좋다
별사탕,긍정적,9,부정,몰입도 좋고 재미있어요 돈 투자 해서 화려하게 만들었으면 더 좋았을텐데 그래서 9 점
돌킨,부정적,6,부정,시간 이 돈 이고 생명 이라는 소재 에 5 점 그 저 그런 연기 에 못 생기지 않은 배우 에 1 점 외 에 스토리 나 연출 엔 점수 를 줄 수 없는 영화
클래식리절트,긍정적,7,부정,전체 적 으로 급 냄새 가 나 는 스릴러물 25 살 이후 3년 의 시간 만 주어진다는 설정 시간 이 돈 처럼 거래 되는 것 도 좋은 아이디어 였지만 미래 세계 를 그려 내기 엔 너무 제작비 가 저렴한 듯 보였다 전체 적 인 맥락 은 재밌었지만 전혀 받쳐주지 못 한 화면 속 풍경 은 황량 하기만 했음
무아자사,긍정적,10,부정,제작비 좀 많이 투자 했으면 대박 났을 영화
모두행복,긍정적,9,부정,순리 를 거슬러 서 영화 처럼 사는것보단 자연법칙 대로 평범하게 살아가는 인생 이 낫다 는 생각 이 든 영화
탈퇴한 사용자,긍정적,8,부정,소재 는 굉장히 참신하고 매트릭스 나 인셉션 만큼의 스케일 큰 영화로 이끌어 나갈 수 있는 가능성 과 개연 성 이 충분히 있었으나 세부 적 인 에피소드 면 에서 2 부족하다
이종원,부정적,5,부정,"소재 는 좋았으나 아만다 사이 프리 다 아니였으면 5 점도 아깝다 
 그냥 아만다 의 팬 으로써"
메러디스 빅,긍정적,10,부정,꼭 봐 야할 영화
AZZA1981,부정적,6,부정,소재 는 참신하지만 좀 지루한 맛 이 없지 않아 있다
핀크,긍정적,10,부정,왜 이런 영화 평점 이 이렇게 낮은가요 화려하지 않아서
하랑집사,긍정적,10,부정,진짜 너무 재밌었다 진짜 저 둘 같은 사람 이 나타나면 좋겠다 시티헌터 처럼
휴면 사용자,부정적,6,부정,너무 신선한 소재 였지만 흥미 를 주기 에도 감동 을 주기 에도 부족했다 너무 어설픈 부분 이 꽤 많이 있었다
휴면 사용자,긍정적,9,부정,"소재 가 신선함에 점수 를 더 주고싶다 하지만 전반 부와 후반 부가 가면 갈수록 긴장감 이 돌긴 하지만 영화 가 끝 이나 도 가슴 이 뻥 하고 뚫리는 결말 이 아니라 조금 아쉽다 
 하지만 신선한 소재 에 재미 를 느낄수 있었다"
TTID,긍정적,7,부정,소재 는 최고 초반 에는 감탄 을 쏟을 정도 로 흠미로웠 지만 나중 엔 아쉬웠다 그리고 에러 를 찾자고하면 버스 요금 이 커피 요금 보다 비싸다는것 30 배 나
진스나이퍼,긍정적,10,부정,소재 는 대박 이지만 내용 이 거지같아서 3 점 주 려고 했는데 아만다 사이 프리드 때문 에 10 점 난 오늘 부터 당신 의 노예
파트,긍정적,7,부정,그냥 볼 만 한 데 딱히 재밌진 않네요 시나리오 가 한 2 프로 이상 20 프로 정도 미약 한 부분 이
,부정적,4,부정,저스틴 은 왠만함 연기 하지 말길 국어 책 읽나 좋은 재료 를 가지고도 이 정도 밖에 만들어 내지 못 하는건 감독 역량 이 딸리는듯
태민현,부정적,1,부정,커피 가 4분 이고 버스 요금 이 2시간 인데 나 이 영화 본다고 109분 썼어 감독 뒤질래 나 빈민가 사람 이야 감독 너 때문 에 이제 부터 맨날 뛰어다녀야해 젠장
휴면 사용자,긍정적,10,부정,간만 에 빠져드는 영화 를 본거 같네요 신선하지만 실비 아가 너무 이쁘게나 와서 더 좋았어요
양심대로살자,긍정적,7,부정,소재 의 신선함에 못 따르는 연출 과 스토리 라인 전혀 적 인 타임 킬러 용
Hewitt,부정적,5,부정,연기 도 어설프고 스토리 전개도 약간 억지스러웠음
장길산,부정적,4,부정,이건 뭐 소재 만 좋았지 연기 연출 스토리 다 꽝
tower,긍정적,10,부정,아이디어 자체 가 신선하고 배우 의 연기 가 뛰어났다
spAce,긍정적,10,부정,소재 도 좋고 내용 도 좋았다 악평 다는 사람 들 이해 가 안감 특히 아만다 사이프레스 가 가장 좋았음
sunnyday,긍정적,8,부정,어째 홍길동전 이 생각난다 구성 이 허 술 한 점 은 있으나 진부하지 않은 소재 가 좋았고 시간 이 없어서 죽어가는 사람 들 을 보면서 이 아까운 시간 에 내 가 뭘 하고 있나 하는 반성 도 드는데 시간 은 돈 이다 결국 은 경제 논리 나 시간 논리 나 그게 그것
휴면 사용자,긍정적,10,부정,완전 재밌음 아만다 사이 프리드 사랑 한다
eau,긍정적,7,부정,아이디어 와 메세지 가 좋다 영화 의 구성 력 과 이야기 를 풀어 나가는 기술 이 더 좋았다면 유치하지 않고 재밌는 영화 가 됐을텐데
daunt,긍정적,7,부정,꼭 불법 다운 받는것 들이 악평 하더라
휴면 사용자,부정적,3,부정,311 신선한 소재 3 점 배우 캐스팅 1 점 캐스팅 낭비 1 점 개연 성 0 점
야옹사마,부정적,6,부정,시간 이 화폐 인 시대 의 보니 클 라이드 인가 아이디어 는 기발하나 영화 가 어째 밋밋하다
Link,부정적,6,부정,재밌다가 마지막 으로 갈수록 갈피 를 못잡는다
허임,부정적,6,부정,소재 는 신선한데 후반 부로 갈수록 지루하다
dotodot,부정적,6,부정,시간 의 중요성 을 언급 하면서 내 시간 을 허비하게 만드는 영화
Murdoc,긍정적,9,부정,아이디어 가 좋았다
휴면 사용자,긍정적,7,부정,소재 는 좋으나 스토리 와 영화 의 개연 성 이 정말 꽝 이다 그래도 볼 만 했다
에휴,긍정적,10,부정,재밌다
김드림,긍정적,7,부정,소재 는 좋다 정말 좋다 근데 소재 만 좋다
imqueen,긍정적,7,부정,좋은 재료 를 가지 고 엉 성하게 차린 밥상 같은 느낌 의 영화 맛있게 먹을 준비 했지만 젓가락 갈 곳 이 없다는 딱 그 느낌 이유 가 뭘 까 작가 의 문제 혹은 감독 의 문제 65 점 이 적정하다 초기 의 설레임 같은 기분 으로 그나마 주는 점수 다 참 아까운 영화 소재 다
홍냐홍냐,부정적,0,부정,진짜 이렇게 개연 성도 없고 구성 도 엉망 인 영화 는 간만 에 봄
sea,긍정적,8,부정,괜찮은데 기대 안해 서 그 런가
착하게살자,긍정적,8,부정,문제 는 자본주의 라는 이야기
스피드건,부정적,5,부정,소재 가 좋 기는 하나 딸 이 아버지 를 배신 하는 과정 과 모든 스토리 가 어이없이 빨리 전개 됨 뒤 로 갈수록 연 계 성 도 다소 떨어지고 소재 에 비해 스토리 가 별루 인 영화
호냐냥,긍정적,8,부정,결국 돈 있는 놈 들 이 물가 를 올리며 노동자 들 의 시간 을 착취 해 자신 의 부를 쌓듯 결국 시간 이 돈 인 현실 을 빗대었을 뿐이다하지만 돌려주는 것 말고 근본 적 인 해결 이 있었으면 했는데 조금 아쉽
휴면 사용자,긍정적,10,부정,매우 재밌게 보았다 긔 고 지금 현재 시간 을 아껴서 사용 해야 한다는 것 을 잘 보여주는 영화인 것 같다
황금발차기,부정적,6,부정,시간 은 돈 이다 라면서 관객 의 시간 을 잡아먹어 그럭저럭 볼 만 한 정도 연출 력 이 너무 아쉽다
깡양날다,부정적,2,부정,시간 이 돈 이다 이 게 끝임 결말 이 없음
휴면 사용자,부정적,1,부정,"평점 지 금도 높아 
 보지마라 두 번 보지마라 
 단 주 연 배우 팬 이 면 봐라 
 주연 배우 둘 은 비주 얼은 쩔드 라"
,부정적,5,부정,주제 는 괜찮은데 영화 가 다 말아먹음 나름 시간 때우기 로는 볼 만 한 듯 그나저나 처음 에 맷 보머 나와서 깜짝 놀람
오윤정,긍정적,8,부정,뭐 엄청 좋고 그런건 아니고 그냥 나름 재미있었음
휴면 사용자,긍정적,10,부정,명작 짱
면이,긍정적,8,부정,빠른 전개 여서 지루하거나 하진 않은데 엄청 몰입 해서 볼 정도 도 아니예요 근데 여자 주인공 남자 주인공 둘다 예쁘고 멋있어요
소금사탕,부정적,6,부정,"아래 고 테츠 님 의견 에 절대 공감 합니다 기발한 소재 와 흥미진진 한 초반 부 
 너무 기대되 고 좋았지만 스토리 전개 와 장면 장면 에 너무나 논리 적 인 모 순 점 과 개연 성 이 많이 떨어지네요 영화 지만 그 상상력 이란 게 어느 정도 설득 력 이 있어야하는데 
 이 영화 엔 너무나 말 이 안되는 요소 들 이 넘쳐 납니다"
Kwon,부정적,5,부정,정말 소재 는 좋은데 소재 만 좋았다 명작 만들수 있는 것 을 졸작 을 만들어 났군
소피,긍정적,7,부정,외국 영화 는 암거 나 봐도 액션 이런건 항상 좋은 듯 기술 도 마찬가지 고 그걸 떠나서 그냥 재밌게 봄
서강욱,긍정적,7,부정,시간 은 돈 이고 그 시간 의 돈 을 가진 사람 은 모든 것 을 할수 있다는 전개 시간 아껴야 산다 는 말 이 맞는 갑다나도 잃어버린 시간 을 찾 고픈데
,부정적,2,부정,헐리웃 이 얼마나 끝물 인가 를 잘 보여주는 개 허 접 시나리오
moonmadness,부정적,1,부정,정말 시간 이 아깝다 상식 적 으로 시간 이 모 자르면 살인 방화 뭘 해서라도 살려하지 저리 픽픽 쓰러지고 말어 양 새끼 들 만 키워놓은 겨
휴면 사용자,긍정적,7,부정,신선한 소재 하지만 아쉽다 너무 감독 하고 남 주인공 이 좀 아닌듯 사회 비판 적 요소 도 좋고 한데 아쉬움
상식적으로살자,부정적,5,부정,재료 는 참 좋은데 음식 이 맛 이 없다
연승메이커,긍정적,7,부정,팀버 레이크 연기 못 하네 아만다 사이 프리드 때문 에 1 점 추가 소재 는 좋은데 번뜩이는 시나리오 는 아니네요
egyption,부정적,6,부정,허무했던 타임 키퍼 와 결말 이 좀 싱겁긴 했지만 그래도 볼 만 했다 처절한 그 들 의 시간
필아이,긍정적,8,부정,"소재 와 처음 스토리 단계 는 현재 삶 을 허비하고 있는 이 들 에게 엄청난 교훈 을 주고 
 서민 들 이 부자 가 되면 물가 를 올리는 현 풍자 도 좋았지만 갈수록 난해 지는 스토리 는 아쉬움 을 더 했다 결론 을 이렇게 되다니 허무함"
이진석,부정적,3,부정,기발하고 참신한 소재 이긴하나 너무나 많은 논리 적 인 모순 과 헛점들 시간 은 돈 과 같은 가치 를 갖는다는 전 재 그러나 그게 전부 말 하려고하는 의미 는 알겠으나 시나리오 나 연출 력 이 너무 어설픈 영화 킬링타임 용 으로 시간 날때 한번 보면 좋을듯 과학 적 유전학 적 세상 이 발전 했는데 다른 모든 요소 물체 들 은 현재 시점
탈퇴한 사용자,긍정적,10,부정,소스 도 대사도 나름 좋다 그러나 영화 의 한계 일까 장점 일까 저 세계 는 두 명 이 서 가능했지만 이 세계 는 그렇지 않다는 것 두 명 이 다시 돌려준 시간 을 받은 이 들 은 이제 부터 어떤 삶 을 살까 현실 속 에선 너무 낙관 적 인 기대 하지만 평점 은 후 하게 현실 에서는 조금 은 다른 해법 이 가능하길
샤프란,긍정적,7,부정,시간 은 돈 이다 라는 옛말 을 현실 로 만든 영화 의 소재 는 정말 참신 그 자체 다 다만 배우 들 의 연 기 문제 인지 영화 구성 에 있어서 문제 인 지는 몰라도 먼가 2 로 부족하다 아쉽다
크리,긍정적,7,부정,소재 는 신선한데 스토리 는 아무래도 부실한듯 나름 그래도 볼 만은 했 심 속이 빈 대파 를 만지듯 약간 은 허전함 느낌
영민,긍정적,8,부정,기발하고 흥미로운 소재 와 빠른 전개 에 보는 시간 이 너무 아깝게 잘 흐름
헬게이트,긍정적,8,부정,글쎄 일단 발상 참신하고 전개 좋고 배우도 좋은데 극작가 나 연출 이 자신 들 이 창조 한 세계 에 대해 완전히 이해 를 못 하고 있다는 느낌 이 들던데 워낙 새로운 발상 이라서 그 런가 헛점 이 종종 보이더군 2 편이 나온다면 기대해 보겠어
잿빛,긍정적,10,부정,좋은 영화 네 요
지혜,부정적,5,부정,소재 는 신선한데 캐스팅 미스 임 아만다 저스틴 둘 다 발연기 를 보여주었다
게임의 천재,긍정적,8,부정,일단 영화 의 프레임 틀 이 너무 좋았다 시간 돈 동시 에 여주 인 아만다 는 뭐 말 할것도 없고 다만 영화 가 너무 밋밋하다 가령 시간 경쟁 도 약간 의 스릴 감 을 더했다면 훨씬 좋을것을 그래도 만족할 만 한 영화 다
Bon Jovi,부정적,6,부정,시간 을 돈 으로 바꿔도 전혀 이상하지 않는 해석 근데 그 뿐 이다
쭈꾸미,부정적,6,부정,"소재 는 되게 재밌었음 
 초반 부 엔 그런 소소한 소재 들 보는 쏠쏠한 재미 가 있었는데 
 중후 반 부 부터는 기 냥 뛰어 댕기 고 도망 다니고 총 쏘고 도망 다니고 또 도망가고 
 이 짓 만 반복 
 기대 를 많이 해 서 좀 아쉬움"
The SelfishGene,긍정적,10,부정,"아는만큼 보인다고 했죠 얄팍한 지식 으로 모든 걸 봤다고 생각 하지 마세요 
 이 영화 에는 다른 영화 와 다른 특별함이 있습니다"
임군,부정적,0,부정,"엄청난 아이템 을 가지 고 이 정도 밖에 못만드 나 

 에 라이"
더잘인,부정적,0,부정,착취 구조 를 깨 트리 고 싶었던 거지 자본주의 의 문제 를 말 하고 싶었던 거지 99 의 희생 으로 1 를 먹여 살려 서는 안된다 사람 이 우선 이다 인간성 을 잃어서는 안된다 그런 거지 근데 영화 가 좀 아쉽긴 하다 6 점 맞추자
,긍정적,10,부정,아만다 아버지 로 나오는 사람 진짜 잘생겼음
Stop judging,부정적,6,부정,흥미 를 유발 만 하고 끝
휴면 사용자,부정적,1,부정,"솔직히 1 점도 아깝 따 전개도 좋나 빠르고 이해 가 안 가고 힘겨루기 는 왜 했으며 100만년 시간들고 
 정작 지 둘 은 몇 분가 지고 뜀 박질하다 멜로 찍고 타임 키퍼 도 총 겨누 다 시간 돼서 죽고 완전 스토리 엉망"
Lord,긍정적,10,부정,이 게 재미없다는 사람 들 은 진짜 사회 의 관심 이 없거나 바보 들 이다 솔직히 10 점줄 만 한 영화 는 아니고 소재 와 사회 풍자 느낌 때문 에 8 점주 는 데 이 영화 잘 보면 지금 의 미국 의 경제 를 비판 한 느낌 이 난다 댓글 계속
방이리,부정적,2,부정,"시간 이 화폐 처럼 쓰이는 미래 그런 가정 하 에 이 영화 에 내 시간 을 한 시간 반 이나 지불 한 것 은 낭비 였다 
 0 점 주려던 거 여 주인공 이 예뻐서 2 점 준다"
,긍정적,10,부정,재밌는데 상당히 사회 비판 적 인 영화인 듯 특히 서민 들 이 돈 이 많아지면 물가 를 올리면 된다라는 발상 은 상당히 재밌었음 참 버러지 같은 세 상인 듯
슬로우핸드,부정적,4,부정,제목 그대로 시간 이 아까운 영화
,긍정적,10,부정,어떻게 이런 소재 를 생각 해낼수가 대단하십니다
휴면 사용자,부정적,6,부정,헐 레드 라이딩 후드 여자 주인공 이랑 같은 여자 주인공 이구나 어쩐지 보는 내내 어디서 많이 봤다 했더니
휴면 사용자,긍정적,10,부정,소재 는 대박 이 니깐 더 나은 구성 으로 속편 이 나오길
휴면 사용자,긍정적,10,부정,새로운 스토리 빨리 보고싶네요
욱쓩,긍정적,7,부정,나름 재미있고 다양한 장면 이 나오는데 왠지 잘만 든 미니시리즈 나 12 편 정도 되는 미드 시리즈 를 1시간 반으로 하이라이트 만 모아 둔 느낌 이 강하네요 아버지 얘기 도 정리 가 안되 고전 세계 를 움직이는 네트워크 도 그냥 흐지부지 밑밥 만 짠 득
헤헷,긍정적,9,부정,소재 가
우주인,부정적,5,부정,뭔가 엉 성해 현 자본주의 경제체제 를 빗대어서 만든거 같아 좋 긴한데 영화로 선 재미 가 없어
chaC,긍정적,8,부정,소재 는 참 좋은데 무난 하게 재밌긴 하나 아쉬운 영화
로코코모,긍정적,8,부정,시간 의 소중함에 대해 다시 생각 해보게 되는 남여 주연 배우 연기 도 좋았어요
탈퇴한 사용자,긍정적,9,부정,무의미하지 않는 시간 속 여행 같아아요 넘 만족스러웠 워 요 굿
김주휘,긍정적,10,부정,보는 동안 너무 흥미진진 했어요 정말 재밌었어요
191k,부정적,5,부정,"최고급 식 재료 로 만든 음식 도 존나 맛없을수 있습니다 
 게다가 전하 는 메세지 도 너무 대놓고 전 하려 노력 하는게 재수 없음 
 여 주인공 빨 로 평점 2 는 되는 영화"
relief,긍정적,7,부정,착취 구조 를 깨 트리 고 싶었던 거지 자본주의 의 문제 를 말 하고 싶었던 거지 99 의 희생 으로 1 를 먹여 살려 서는 안된다 사람 이 우선 이다 인간성 을 잃어서는 안된다 그런 거지 근데 영화 가 좀 아쉽긴 하다
크어웍,긍정적,9,부정,좋은 영화 입니다
탈퇴한 사용자,긍정적,10,부정,현대인 들 에게 꼭 필요한 영화
송소영,긍정적,7,부정,그럭저럭 볼 만해 요 여자 인제 가봐도 여배우 가 너무 예쁘네요
둘앙,부정적,5,부정,참 소재 는 좋은데 개망작 사실 5 점도 아깝다
Rachel,부정적,4,부정,좋은 소재 로 거지같은 영화 를 만들었다에 동의 합니다 희한한건 외국 애 들 은 다 재밌다고한 겁니다 저 랑 친구 는 뛰 쳐 나오고 싶은걸 참았는데요
주연,부정적,0,부정,급 소재 를 급 으로
히에이,긍정적,10,부정,10 점 드림 잼있음 좀 만 더 신경 쓰면 대박 이 였을텐데 약간 아쉽
masung,부정적,4,부정,좋은 소재 로 완전 허 접 영화 를 만들어 놨 네 어거지 작렬 함
탈퇴한 사용자,긍정적,10,부정,막장 인데 대박
V영화평론가V,긍정적,9,부정,보는 내 내 정말 기분 이 찔리는 영화 기 가 막힘 9 점 준다 재미 잇음 아이디어 좋구요
,긍정적,10,부정,너무 신기하고 재미있었던 영화 다
세베루스,긍정적,10,부정,한 단어 로 표현 하면
윤나,긍정적,9,부정,영화 에서 다루는 소재 가 독특해서 끌렸던 영화 그치만 소재 에 비해 깊게 파고들어가진 못 한 듯 해서 아쉬운 점 이 많음
밤크림스프,긍정적,8,부정,재미있었음 소재 도 신선하고 스토리 라인 도 그럭저럭 거대 담론 에 대한 구체 적 설명 과 설득 력 이 조금 은 부족한 듯 한 느낌 도 여주 매력 있음 남주 연기력 조금 아쉬움
휴면 사용자,긍정적,10,부정,배우 들 때문 에 끌렸고 아이디어 때문 에 무조건 봐야지 하다가 오늘 봤는데 긴장감 이 계속 되고 재밌음 근데 좀 무서웠다 밑에님 말 처럼 빈익빈 부익부 현실 을 보는듯 한
Ptah,긍정적,10,부정,문명 비평 의 영화 이다 즉 자본주의 와 이를 독점 하고 있는 세계 소수 기득권 층 을 꼬집는 메시지 이다 아이디어 좋았으며 사실 상 현 세계 에 착취 하는 구조 를 비유 적 으로 잘 드러낸 영화 이다 이를 이해 하고 보면 재미있다
휴면 사용자,긍정적,7,부정,리얼스틸 보고 바로 인타임 봐서 그런지 그냥 저 냥 재밌음 소재 가 독특하고 신선하긴 한데 먼가 부족함 아만다 가 너무 눈부실만큼 이쁨
코코아,긍정적,9,부정,시간 이 돈 이다 우리 들 입 에 붙어 사는 이 말 을 현실 로 나타내 준 영화 같네 영 제 상상 을 뛰어넘었어 영
가비오따스,긍정적,7,부정,독특한 재료 를 너무 급하게 인타임 에 완성 하려다가 김 빠진 요리 같아요
초록햇살,긍정적,8,부정,"오랜 만 에 참 잘 된 영화 를 봤네요 
 보고 난 뒤 에도 한참 생각나는 영화 네 요"
